Order_ID,Date,Status,TotalPrice,Order_quantity
ORD000164,2024-05-17,Processing,9227.03,5
ORD000165,2022-05-04,Completed,65169.04,1
ORD000166,2024-08-24,Cancelled,118343.4,1
ORD000167,2022-10-05,Completed,22007.77,4
ORD000168,2024-02-23,Shipped,45248.08,4
ORD000169,2025-10-30,Completed,45389.64,4
ORD000170,2023-12-14,Returned,16392.28,5
ORD000171,2022-09-18,Completed,47470.51,5
ORD000172,2022-02-16,Processing,100261.18,2
ORD000173,2025-01-20,Returned,80983.23,4
ORD000174,2023-05-22,Completed,98891.57,4
ORD000175,2022-08-20,Completed,33440.14,2
ORD000176,2022-02-02,Completed,73983.32,4
ORD000177,2022-03-10,Completed,12557.16,1
ORD000178,2022-04-01,Completed,29745.73,1
ORD000179,2022-04-26,Completed,65001.3,2
ORD000180,2025-03-25,Completed,28482.3,3
ORD000181,2023-10-19,Completed,92818.32,5
ORD000182,2024-12-03,Completed,118290.62,2
ORD000183,2025-02-14,Completed,33380.89,3
ORD000184,2024-05-24,Cancelled,75306.18,2
ORD000185,2025-08-10,Completed,116688.68,1
ORD000186,2024-05-02,Processing,38588.77,5
ORD000187,2025-01-06,Completed,45486.99,3
ORD000188,2025-12-20,Completed,36438.0,2
ORD000189,2025-02-25,Completed,109811.57,4
ORD000190,2022-10-02,Completed,67095.77,4
ORD000191,2025-08-17,Completed,24798.74,3
ORD000192,2022-07-09,Completed,101732.44,4
ORD000193,2024-02-12,Completed,6658.63,2
ORD000194,2022-05-30,Processing,5225.93,5
ORD000195,2025-02-18,Completed,87054.48,5
ORD000196,2023-11-13,Completed,104402.13,2
ORD000197,2023-01-25,Completed,25811.03,1
ORD000198,2024-09-07,Returned,89752.07,1
ORD000199,2024-03-23,Cancelled,84600.35,5
ORD000200,2023-08-03,Cancelled,38932.99,5
ORD000201,2023-09-24,Completed,78022.2,5
ORD000202,2024-08-12,Completed,105996.03,5
ORD000203,2023-10-18,Completed,91514.66,4
ORD000204,2022-04-04,Cancelled,37894.18,3
ORD000205,2022-02-03,Completed,89079.66,2
ORD000206,2024-05-05,Completed,69707.58,5
ORD000207,2024-02-17,Completed,39918.9,2
ORD000208,2025-09-02,Completed,60166.53,2
ORD000209,2024-09-27,Cancelled,31250.55,3
ORD000210,2023-12-23,Returned,55569.07,4
ORD000211,2025-01-15,Completed,58853.8,5
ORD000212,2022-06-02,Returned,63111.36,1
ORD000213,2024-04-24,Cancelled,91838.49,1
ORD000214,2022-11-06,Completed,8622.17,2
ORD000215,2022-05-04,Completed,54993.15,5
ORD000216,2025-09-12,Pending,109573.8,5
ORD000217,2024-04-22,Completed,64099.39,1
ORD000218,2025-01-02,Completed,86802.03,5
ORD000219,2025-11-30,Returned,60514.82,1
ORD000220,2022-07-17,Processing,13288.46,2
ORD000221,2024-12-14,Completed,23435.88,2
ORD000222,2024-03-23,Completed,32445.31,3
ORD000223,2023-05-14,Completed,55350.23,4
ORD000224,2022-06-15,Returned,36346.97,2
ORD000225,2024-02-16,Processing,11673.31,1
ORD000226,2022-01-20,Completed,7205.74,4
ORD000227,2024-06-07,Processing,60233.08,1
ORD000228,2022-07-15,Pending,68119.87,3
ORD000229,2025-11-18,Shipped,27957.1,1
ORD000230,2022-06-02,Shipped,32895.86,4
ORD000231,2025-02-28,Processing,107967.74,3
ORD000232,2023-10-07,Processing,111487.58,2
ORD000233,2025-12-30,Completed,70650.81,2
ORD000234,2025-02-28,Shipped,36263.59,1
ORD000235,2025-01-12,Completed,81405.68,4
ORD000236,2025-11-12,Completed,94964.52,2
ORD000237,2023-12-10,Processing,89582.06,5
ORD000238,2022-06-05,Completed,28241.21,4
ORD000239,2024-03-23,Completed,114605.58,5
ORD000240,2023-07-14,Returned,4040.27,3
ORD000241,2023-12-30,Shipped,59127.11,4
ORD000242,2025-10-24,Completed,52105.83,4
ORD000243,2025-06-20,Completed,10740.45,4
ORD000244,2022-06-18,Completed,85716.47,2
ORD000245,2025-07-22,Completed,85545.42,4
ORD000246,2022-08-07,Completed,38343.05,4
ORD000247,2023-07-07,Completed,53645.94,3
ORD000248,2024-07-08,Completed,22893.32,1
ORD000249,2022-02-23,Completed,49261.28,5
ORD000250,2025-05-09,Completed,11621.18,5
ORD000251,2024-04-27,Shipped,1974.7,4
ORD000252,2025-02-19,Completed,87118.84,1
ORD000253,2022-12-14,Cancelled,68849.27,2
ORD000254,2023-09-09,Processing,17091.39,2
ORD000255,2024-06-09,Completed,8060.42,2
ORD000256,2022-06-07,Completed,58365.64,3
ORD000257,2024-10-12,Completed,86647.48,2
ORD000258,2022-10-05,Completed,55214.47,2
ORD000259,2025-06-24,Completed,40199.96,4
ORD000260,2024-05-31,Completed,53106.64,3
ORD000261,2023-10-19,Shipped,16766.87,5
ORD000262,2022-12-30,Pending,57741.66,2
ORD000263,2025-11-24,Returned,35328.05,3
ORD000264,2023-10-30,Pending,93945.94,5
ORD000265,2025-02-28,Completed,44119.36,4
ORD000266,2025-01-31,Completed,22001.3,5
ORD000267,2023-03-06,Completed,113185.5,4
ORD000268,2022-05-22,Completed,99838.18,3
ORD000269,2022-10-13,Shipped,80920.83,4
ORD000270,2022-11-12,Pending,30695.46,2
ORD000271,2025-05-09,Processing,9338.83,4
ORD000272,2025-11-17,Completed,64356.9,4
ORD000273,2024-01-07,Completed,94991.15,1
ORD000274,2022-06-24,Processing,71461.48,5
ORD000275,2023-12-29,Completed,79083.4,2
ORD000276,2025-08-14,Completed,5793.45,5
ORD000277,2023-11-11,Processing,116033.93,4
ORD000278,2022-07-21,Returned,13160.37,4
ORD000279,2025-02-16,Completed,89748.94,5
ORD000280,2024-02-06,Completed,26913.29,5
ORD000281,2022-11-05,Completed,83007.26,5
ORD000282,2023-08-29,Completed,58191.14,1
ORD000283,2022-10-18,Completed,14370.29,1
ORD000284,2023-02-28,Completed,54912.25,3
ORD000285,2024-06-16,Completed,57401.42,3
ORD000286,2023-09-07,Processing,38609.68,4
ORD000287,2023-12-04,Completed,3198.92,1
ORD000288,2023-05-15,Pending,111625.73,2
ORD000289,2025-02-20,Completed,19636.22,5
ORD000290,2024-04-09,Completed,28206.74,4
ORD000291,2024-06-04,Pending,77037.23,2
ORD000292,2024-07-09,Completed,106030.14,5
ORD000293,2023-03-16,Completed,1031.78,4
ORD000294,2025-01-04,Completed,69493.07,1
ORD000295,2022-08-22,Completed,24050.38,3
ORD000296,2025-08-01,Completed,63561.94,4
ORD000297,2025-04-17,Completed,73551.36,4
ORD000298,2025-06-18,Completed,101539.38,3
ORD000299,2025-04-23,Completed,110282.57,3
ORD000300,2023-05-04,Completed,37925.7,2
ORD000301,2022-10-17,Completed,45110.08,2
ORD000302,2025-03-23,Completed,71772.89,4
ORD000303,2025-01-05,Completed,58657.09,2
ORD000304,2024-09-29,Processing,66812.05,2
ORD000305,2024-07-12,Completed,38092.31,2
ORD000306,2024-09-19,Pending,114245.11,3
ORD000307,2024-11-01,Completed,115677.58,4
ORD000308,2024-05-01,Processing,82321.25,4
ORD000309,2022-06-19,Processing,58899.59,4
ORD000310,2023-07-17,Completed,35404.74,2
ORD000311,2024-07-25,Completed,20600.97,3
ORD000312,2022-08-20,Completed,66192.28,4
ORD000313,2024-01-22,Completed,93126.01,3
ORD000314,2024-06-22,Completed,91320.49,1
ORD000315,2025-08-31,Completed,12738.76,4
ORD000316,2022-03-08,Shipped,105039.78,3
ORD000317,2022-06-28,Completed,103532.86,3
ORD000318,2023-05-01,Completed,93187.98,1
ORD000319,2025-12-26,Completed,82851.46,5
ORD000320,2022-10-13,Pending,20334.8,4
ORD000321,2025-03-13,Shipped,96750.14,2
ORD000322,2022-12-11,Completed,71824.49,3
ORD000323,2023-07-02,Completed,35075.32,3
ORD000324,2025-10-23,Cancelled,118265.85,5
ORD000325,2024-04-22,Shipped,115551.25,2
ORD000326,2022-09-17,Cancelled,104112.19,3
ORD000327,2025-12-27,Processing,30336.43,2
ORD000328,2025-10-16,Completed,91496.09,2
ORD000329,2023-07-05,Completed,69502.35,2
ORD000330,2025-07-21,Pending,54513.01,4
ORD000331,2023-07-24,Shipped,48640.67,1
ORD000332,2024-09-26,Processing,54836.13,3
ORD000333,2022-07-10,Completed,104334.48,1
ORD000334,2025-11-29,Processing,76363.45,4
ORD000335,2024-03-25,Completed,95583.51,1
ORD000336,2024-10-10,Completed,99069.29,4
ORD000337,2025-03-29,Completed,40861.74,3
ORD000338,2025-10-29,Completed,94702.29,4
ORD000339,2024-07-30,Shipped,12399.18,1
ORD000340,2022-01-02,Completed,53233.67,2
ORD000341,2025-11-11,Returned,24677.03,4
ORD000342,2023-07-16,Cancelled,19497.81,3
ORD000343,2024-02-01,Completed,30421.52,3
ORD000344,2025-07-05,Processing,6688.58,2
ORD000345,2022-07-06,Completed,51793.1,2
ORD000346,2022-06-09,Processing,26003.83,1
ORD000347,2024-06-30,Completed,62573.59,2
ORD000348,2024-05-14,Completed,98144.53,3
ORD000349,2024-02-24,Processing,8963.98,4
ORD000350,2024-01-23,Completed,12832.58,1
ORD000351,2022-09-30,Shipped,46235.17,2
ORD000352,2025-02-27,Pending,8675.19,2
ORD000353,2023-03-13,Completed,53091.88,2
ORD000354,2025-06-15,Pending,110427.35,2
ORD000355,2022-07-25,Processing,10859.22,2
ORD000356,2024-02-26,Completed,70954.08,1
ORD000357,2022-10-14,Completed,38083.19,4
ORD000358,2025-05-15,Completed,30155.96,1
ORD000359,2025-11-15,Pending,34548.04,5
ORD000360,2025-05-27,Completed,25050.76,3
ORD000361,2022-04-22,Completed,35817.28,4
ORD000362,2022-08-19,Shipped,59639.08,2
ORD000363,2022-01-25,Completed,8985.93,5
ORD000364,2025-03-10,Returned,16271.95,3
ORD000365,2024-08-22,Completed,82111.57,5
ORD000366,2022-05-19,Cancelled,2494.38,1
ORD000367,2022-05-04,Completed,5259.31,2
ORD000368,2025-07-11,Cancelled,61039.97,4
ORD000369,2024-04-03,Processing,51117.24,4
ORD000370,2022-11-09,Completed,64749.82,5
ORD000371,2023-02-21,Completed,9943.08,3
ORD000372,2024-03-11,Returned,64598.63,2
ORD000373,2024-06-14,Completed,37565.25,1
ORD000374,2022-06-26,Processing,7419.76,2
ORD000375,2025-05-31,Cancelled,54677.94,1
ORD000376,2025-12-20,Completed,14773.44,2
ORD000377,2023-12-12,Completed,20078.0,1
ORD000378,2022-09-17,Completed,20452.07,3
ORD000379,2022-08-30,Processing,88085.83,3
ORD000380,2024-05-29,Shipped,40533.82,1
ORD000381,2025-03-26,Completed,31922.48,1
ORD000382,2024-01-08,Pending,54896.13,4
ORD000383,2022-11-19,Completed,20442.33,5
ORD000384,2025-10-12,Completed,107365.08,1
ORD000385,2022-01-06,Processing,89023.21,2
ORD000386,2024-08-24,Completed,29723.9,1
ORD000387,2022-03-14,Completed,21885.83,2
ORD000388,2023-05-24,Completed,27329.58,4
ORD000389,2022-06-09,Completed,32915.33,3
ORD000390,2022-04-18,Completed,60493.89,1
ORD000391,2024-04-01,Completed,117778.96,5
ORD000392,2023-09-29,Completed,103990.85,4
ORD000393,2024-01-26,Completed,55081.17,5
ORD000394,2025-06-29,Completed,94248.61,5
ORD000395,2024-10-07,Completed,71207.07,3
ORD000396,2025-01-24,Returned,88029.37,2
ORD000397,2024-04-19,Shipped,18492.68,2
ORD000398,2025-11-21,Completed,41897.63,5
ORD000399,2025-09-08,Shipped,674.71,3
ORD000400,2024-12-21,Completed,12921.91,3
ORD000401,2022-05-03,Returned,59297.45,4
ORD000402,2022-07-10,Returned,85542.47,2
ORD000403,2024-11-30,Completed,107725.85,2
ORD000404,2022-06-23,Completed,55285.73,3
ORD000405,2024-03-18,Completed,16454.91,5
ORD000406,2025-09-18,Completed,7942.8,5
ORD000407,2023-10-08,Returned,35355.28,2
ORD000408,2023-10-31,Cancelled,84236.71,4
ORD000409,2023-02-20,Completed,28416.54,3
ORD000410,2022-08-05,Completed,13522.25,5
ORD000411,2022-09-05,Completed,38026.98,4
ORD000412,2024-08-06,Completed,54504.09,2
ORD000413,2025-11-06,Completed,11305.3,1
ORD000414,2023-11-03,Completed,5319.41,5
ORD000415,2024-03-22,Completed,116223.8,2
ORD000416,2022-12-23,Completed,31589.93,3
ORD000417,2025-02-12,Completed,102624.86,4
ORD000418,2022-07-28,Processing,11819.67,2
ORD000419,2022-05-07,Shipped,15013.66,2
ORD000420,2024-03-31,Shipped,16120.47,2
ORD000421,2023-06-15,Completed,70087.69,1
ORD000422,2022-05-13,Cancelled,3105.12,1
ORD000423,2022-07-08,Completed,97211.19,4
ORD000424,2024-08-02,Cancelled,15142.06,3
ORD000425,2024-03-19,Completed,52262.19,5
ORD000426,2022-12-20,Completed,82143.94,4
ORD000427,2024-07-02,Completed,33360.32,2
ORD000428,2025-06-17,Shipped,73885.74,1
ORD000429,2025-02-01,Completed,60117.55,3
ORD000430,2022-10-09,Completed,33933.23,1
ORD000431,2025-01-18,Completed,30273.16,5
ORD000432,2024-01-06,Shipped,93938.93,4
ORD000433,2025-03-04,Completed,41612.08,4
ORD000434,2022-02-23,Completed,32817.06,4
ORD000435,2023-07-30,Completed,4001.76,2
ORD000436,2025-04-11,Completed,63767.16,4
ORD000437,2025-09-07,Returned,12466.05,2
ORD000438,2022-04-25,Completed,98046.08,5
ORD000439,2024-03-06,Shipped,69295.21,2
ORD000440,2025-04-28,Completed,21543.99,2
ORD000441,2022-02-27,Completed,109720.61,3
ORD000442,2025-02-28,Processing,113733.27,3
ORD000443,2024-10-05,Completed,100485.27,2
ORD000444,2022-07-04,Completed,59107.15,2
ORD000445,2024-12-14,Completed,26647.67,5
ORD000446,2023-02-17,Completed,110188.59,3
ORD000447,2023-10-25,Shipped,86174.05,3
ORD000448,2022-10-18,Completed,70599.8,2
ORD000449,2022-05-29,Shipped,103350.0,5
ORD000450,2023-11-21,Completed,70528.99,4
ORD000451,2024-06-13,Completed,117115.35,2
ORD000452,2022-12-23,Shipped,78077.04,4
ORD000453,2025-06-10,Processing,83380.47,5
ORD000454,2022-12-26,Shipped,80031.03,2
ORD000455,2022-01-04,Completed,15718.13,3
ORD000456,2025-03-08,Cancelled,47296.37,5
ORD000457,2025-06-06,Completed,38526.92,5
ORD000458,2024-10-13,Completed,12941.17,5
ORD000459,2023-10-17,Completed,28940.51,1
ORD000460,2025-10-04,Completed,98688.59,1
ORD000461,2023-06-28,Pending,53872.28,3
ORD000462,2022-08-10,Completed,42382.5,1
ORD000463,2024-05-09,Processing,46619.48,1
ORD000464,2024-02-15,Returned,59423.3,4
ORD000465,2024-09-08,Completed,12620.71,4
ORD000466,2025-11-08,Shipped,78290.86,5
ORD000467,2022-03-10,Completed,9308.27,4
ORD000468,2022-08-03,Completed,31704.76,3
ORD000469,2022-11-26,Completed,106607.79,2
ORD000470,2022-07-10,Processing,113049.18,5
ORD000471,2025-12-13,Completed,107240.53,5
ORD000472,2024-06-08,Completed,73074.46,2
ORD000473,2023-01-25,Completed,40065.8,1
ORD000474,2025-01-11,Completed,86783.55,5
ORD000475,2022-07-16,Completed,36039.38,3
ORD000476,2024-10-02,Completed,66184.68,5
ORD000477,2022-06-29,Completed,955.96,3
ORD000478,2022-07-18,Completed,57899.24,5
ORD000479,2022-06-17,Completed,76763.78,2
ORD000480,2024-03-25,Completed,37348.23,1
ORD000481,2025-01-19,Completed,11390.86,3
ORD000482,2024-01-27,Completed,106316.38,3
ORD000483,2024-08-10,Completed,31963.87,1
ORD000484,2022-11-06,Completed,67927.47,3
ORD000485,2023-12-06,Shipped,10742.02,1
ORD000486,2025-04-22,Shipped,116499.31,4
ORD000487,2024-12-06,Completed,100975.26,1
ORD000488,2024-08-30,Completed,82604.62,5
ORD000489,2022-06-11,Completed,57413.34,2
ORD000490,2024-11-24,Completed,60501.13,1
ORD000491,2024-07-08,Shipped,18119.99,5
ORD000492,2023-01-30,Completed,116673.7,2
ORD000493,2025-10-31,Completed,9865.04,4
ORD000494,2023-06-13,Completed,100175.92,2
ORD000495,2025-02-13,Completed,10899.78,1
ORD000496,2024-11-30,Completed,102866.59,3
ORD000497,2025-06-30,Completed,94492.8,1
ORD000498,2022-11-03,Completed,13946.0,4
ORD000499,2022-07-25,Completed,70129.91,5
ORD000500,2023-08-09,Cancelled,93655.59,5
ORD000501,2023-06-25,Shipped,105408.28,3
ORD000502,2024-08-26,Completed,68856.78,4
ORD000503,2025-06-20,Completed,48655.39,3
ORD000504,2023-11-10,Pending,5134.51,4
ORD000505,2023-07-05,Processing,89617.1,1
ORD000506,2023-09-13,Shipped,40875.0,1
ORD000507,2025-11-03,Completed,103059.06,4
ORD000508,2024-06-26,Completed,16559.07,2
ORD000509,2024-05-03,Shipped,32695.69,3
ORD000510,2023-03-09,Pending,22958.32,1
ORD000511,2024-11-23,Cancelled,89042.9,4
ORD000512,2022-11-22,Shipped,62074.73,1
ORD000513,2024-12-09,Completed,48704.52,5
ORD000514,2023-02-16,Shipped,21261.61,1
ORD000515,2022-04-14,Shipped,4451.99,2
ORD000516,2024-08-08,Cancelled,33240.31,2
ORD000517,2023-05-11,Completed,81900.34,1
ORD000518,2024-08-29,Completed,53809.36,5
ORD000519,2023-06-14,Completed,41637.76,3
ORD000520,2024-03-02,Processing,34565.79,1
ORD000521,2023-03-15,Completed,93689.7,5
ORD000522,2023-07-06,Shipped,81484.58,2
ORD000523,2025-10-29,Processing,2896.26,5
ORD000524,2025-05-16,Completed,77860.9,2
ORD000525,2023-09-18,Shipped,30660.66,2
ORD000526,2024-02-11,Processing,51144.91,3
ORD000527,2024-08-13,Shipped,30613.85,4
ORD000528,2024-03-24,Completed,99005.14,5
ORD000529,2025-09-18,Completed,61625.89,1
ORD000530,2025-05-01,Returned,67594.13,3
ORD000531,2024-09-13,Pending,82287.37,3
ORD000532,2023-07-22,Completed,77051.07,3
ORD000533,2024-11-25,Completed,23009.03,3
ORD000534,2025-05-13,Shipped,96748.86,1
ORD000535,2022-02-22,Completed,81850.31,3
ORD000536,2024-05-07,Processing,31501.44,3
ORD000537,2025-03-17,Completed,70171.33,1
ORD000538,2023-04-01,Shipped,87322.71,3
ORD000539,2025-10-07,Processing,108829.92,4
ORD000540,2025-09-08,Completed,101527.6,3
ORD000541,2024-08-22,Shipped,35607.19,2
ORD000542,2025-02-18,Completed,87159.8,3
ORD000543,2023-11-19,Shipped,113657.34,2
ORD000544,2023-09-21,Processing,42956.37,2
ORD000545,2025-04-14,Completed,44916.05,3
ORD000546,2025-07-23,Completed,56729.12,1
ORD000547,2023-02-03,Completed,9010.28,5
ORD000548,2024-04-26,Completed,63815.7,4
ORD000549,2023-02-15,Completed,16915.15,2
ORD000550,2024-07-26,Completed,107194.99,5
ORD000551,2024-09-25,Completed,93583.47,2
ORD000552,2022-04-29,Completed,37952.98,2
ORD000553,2022-12-12,Completed,25521.19,3
ORD000554,2022-06-30,Completed,59004.46,2
ORD000555,2024-04-06,Completed,76201.76,4
ORD000556,2022-03-19,Completed,46306.31,4
ORD000557,2023-10-22,Completed,114033.2,3
ORD000558,2025-10-17,Shipped,23273.92,5
ORD000559,2023-12-07,Completed,27538.75,2
ORD000560,2025-04-20,Completed,46334.28,1
ORD000561,2023-09-03,Completed,98949.34,1
ORD000562,2025-05-06,Cancelled,87475.91,4
ORD000563,2022-10-02,Completed,106612.9,4
ORD000564,2023-01-21,Completed,43430.48,4
ORD000565,2023-04-05,Completed,2785.41,4
ORD000566,2022-02-14,Processing,25737.23,2
ORD000567,2025-12-27,Completed,15217.86,2
ORD000568,2025-08-04,Processing,45335.5,1
ORD000569,2025-05-01,Completed,74964.61,5
ORD000570,2022-02-10,Returned,78601.33,1
ORD000571,2024-02-18,Completed,50304.68,1
ORD000572,2022-11-10,Completed,57190.36,3
ORD000573,2025-09-17,Completed,36483.42,1
ORD000574,2025-05-25,Completed,32762.27,5
ORD000575,2022-08-03,Processing,99763.0,4
