Transaction_ID,Quantity,TotalPrice,Status,CreatedDate,Payment_ID,Customer_account_ID
TXN000035,9,131695.64,Completed,2025-01-06 14:28:00,PAY018598,CST002693
TXN000036,3,88079.27,Completed,2025-05-07 11:40:00,PAY003397,CST000896
TXN000037,6,39821.44,Completed,2024-02-08 13:02:00,PAY014367,CST001705
TXN000038,3,169004.05,Completed,2023-11-19 10:24:00,PAY024530,CST002894
TXN000039,2,132726.2,Completed,2022-10-14 14:20:00,PAY000454,CST002855
TXN000040,1,70154.82,Refunded,2025-01-29 15:12:00,PAY004000,CST002962
TXN000041,7,9178.85,Completed,2024-02-10 17:29:00,PAY024348,CST002533
TXN000042,9,60846.81,Completed,2023-03-23 17:07:00,PAY003975,CST002149
TXN000043,6,108738.67,Refunded,2023-03-23 21:38:00,PAY001509,CST000376
TXN000044,2,59695.71,Completed,2023-06-17 15:03:00,PAY023956,CST000410
TXN000045,1,122540.75,Completed,2022-01-20 08:01:00,PAY008753,CST002396
TXN000046,3,37958.15,Completed,2024-12-23 15:29:00,PAY011835,CST002507
TXN000047,3,32388.11,Completed,2024-08-18 19:16:00,PAY012494,CST000099
TXN000048,2,183593.17,Failed,2022-02-04 09:38:00,PAY016455,CST001116
TXN000049,1,127467.6,Refunded,2022-02-17 14:56:00,PAY020975,CST000837
TXN000050,1,180220.82,Completed,2023-06-28 20:51:00,PAY010733,CST001425
TXN000051,7,55185.91,Completed,2022-03-07 16:15:00,PAY006837,CST002135
TXN000052,8,24489.94,Completed,2025-11-14 11:40:00,PAY007835,CST002237
TXN000053,6,156303.97,Completed,2025-03-25 20:05:00,PAY006232,CST002582
TXN000054,7,160043.45,Completed,2025-12-09 19:46:00,PAY020049,CST001923
TXN000055,7,64233.73,Completed,2025-06-07 21:44:00,PAY022296,CST001128
TXN000056,10,92359.0,Completed,2025-07-13 18:34:00,PAY011084,CST000800
TXN000057,2,60707.92,Refunded,2023-11-20 08:39:00,PAY009177,CST000800
TXN000058,5,194245.42,Failed,2024-02-28 12:50:00,PAY000663,CST000731
TXN000059,7,4192.58,Completed,2022-07-14 18:26:00,PAY020414,CST000462
TXN000060,5,158784.67,Completed,2023-04-17 09:02:00,PAY008136,CST001843
TXN000061,2,25942.55,Completed,2025-07-02 10:42:00,PAY023439,CST002692
TXN000062,1,74862.34,Completed,2022-01-01 20:59:00,PAY004420,CST000391
TXN000063,10,129833.56,Completed,2024-04-27 17:20:00,PAY007265,CST002500
TXN000064,4,196685.34,Completed,2024-05-17 08:43:00,PAY008686,CST000581
TXN000065,5,81331.3,Completed,2023-04-28 17:18:00,PAY005545,CST002004
TXN000066,4,68436.68,Completed,2023-07-30 11:39:00,PAY001120,CST001141
TXN000067,6,63576.54,Completed,2025-09-17 09:33:00,PAY010440,CST001583
TXN000068,4,47307.74,Completed,2024-02-25 12:09:00,PAY011567,CST001112
TXN000069,2,115067.41,Completed,2022-02-17 09:59:00,PAY023851,CST000444
TXN000070,10,33026.82,Completed,2024-02-08 13:16:00,PAY007554,CST001875
TXN000071,7,110857.46,Pending,2022-06-08 09:46:00,PAY012776,CST001914
TXN000072,9,114302.34,Completed,2022-10-15 09:48:00,PAY018910,CST002222
TXN000073,7,110183.36,Completed,2022-10-12 19:06:00,PAY012013,CST000213
TXN000074,4,69428.9,Completed,2022-10-15 12:21:00,PAY008489,CST001630
TXN000075,8,43979.13,Pending,2023-06-21 17:11:00,PAY022367,CST001802
TXN000076,1,102691.94,Completed,2025-01-16 08:38:00,PAY008659,CST000613
TXN000077,5,136451.33,Failed,2024-11-28 16:50:00,PAY023063,CST000558
TXN000078,8,5539.64,Completed,2024-12-10 21:44:00,PAY018242,CST002641
TXN000079,7,176121.47,Completed,2022-07-30 09:46:00,PAY009177,CST001460
TXN000080,2,199399.41,Completed,2023-10-27 13:59:00,PAY012202,CST001231
TXN000081,9,53718.37,Completed,2023-12-18 21:20:00,PAY021201,CST001046
TXN000082,3,33998.46,Failed,2025-08-09 10:57:00,PAY020039,CST002692
TXN000083,3,75779.63,Completed,2022-07-24 12:36:00,PAY007687,CST000949
TXN000084,2,103939.44,Completed,2025-03-12 14:49:00,PAY009532,CST001439
TXN000085,6,120438.57,Completed,2024-04-08 16:44:00,PAY002429,CST000177
TXN000086,2,110523.62,Completed,2023-10-04 12:51:00,PAY017919,CST000863
TXN000087,6,49647.28,Completed,2025-01-26 13:07:00,PAY020245,CST002356
TXN000088,1,115166.31,Failed,2025-11-14 17:37:00,PAY019666,CST000453
TXN000089,2,16267.2,Completed,2022-10-26 20:10:00,PAY021804,CST000012
TXN000090,6,141324.01,Completed,2024-11-25 12:09:00,PAY021816,CST000216
TXN000091,6,14537.0,Completed,2024-09-19 11:19:00,PAY021470,CST001772
TXN000092,3,49756.64,Completed,2022-05-05 19:50:00,PAY023557,CST002009
TXN000093,9,11197.62,Completed,2022-06-22 20:03:00,PAY019835,CST000008
TXN000094,9,84892.77,Completed,2022-12-05 11:50:00,PAY023234,CST000553
TXN000095,4,33670.73,Completed,2024-12-28 18:04:00,PAY018605,CST000874
TXN000096,10,27084.58,Completed,2023-05-23 17:21:00,PAY015344,CST002167
TXN000097,5,2733.74,Refunded,2024-12-04 14:07:00,PAY004596,CST001531
TXN000098,5,186416.73,Completed,2024-12-18 20:08:00,PAY004547,CST001567
TXN000099,7,17538.41,Completed,2023-02-10 16:30:00,PAY014835,CST000467
TXN000100,4,39089.37,Completed,2022-04-01 17:40:00,PAY016664,CST000552
TXN000101,10,102395.24,Completed,2022-12-20 10:57:00,PAY001724,CST002835
TXN000102,10,84866.26,Completed,2025-11-05 09:46:00,PAY002310,CST001920
TXN000103,6,161266.47,Completed,2024-11-15 20:50:00,PAY002447,CST001019
TXN000104,1,9919.84,Completed,2022-05-10 18:42:00,PAY004009,CST002860
TXN000105,4,52810.59,Completed,2025-03-26 18:55:00,PAY014812,CST002042
TXN000106,3,52594.92,Completed,2025-08-23 15:14:00,PAY006640,CST001762
TXN000107,4,133053.83,Completed,2022-01-27 09:52:00,PAY006400,CST001101
TXN000108,7,169273.58,Completed,2024-06-29 10:09:00,PAY003936,CST000137
TXN000109,4,78687.31,Completed,2025-02-01 20:00:00,PAY019588,CST000420
TXN000110,3,54111.33,Completed,2024-08-10 13:26:00,PAY018216,CST002398
TXN000111,5,3048.56,Completed,2024-09-19 15:41:00,PAY003405,CST000182
TXN000112,3,172947.7,Completed,2023-03-21 14:03:00,PAY020525,CST000447
TXN000113,5,129617.09,Completed,2025-02-09 19:23:00,PAY016731,CST000332
TXN000114,3,123759.03,Completed,2023-05-12 14:51:00,PAY019710,CST001857
TXN000115,7,107442.24,Completed,2022-02-17 11:58:00,PAY018096,CST001516
TXN000116,7,19446.75,Completed,2023-05-28 17:58:00,PAY010017,CST000128
TXN000117,2,188141.09,Pending,2023-02-12 18:07:00,PAY019216,CST000123
TXN000118,10,126203.65,Failed,2025-04-23 18:37:00,PAY011800,CST000596
TXN000119,5,20882.97,Refunded,2023-06-13 20:57:00,PAY005801,CST002223
TXN000120,5,78517.4,Completed,2025-12-10 11:25:00,PAY001612,CST002459
TXN000121,1,112259.7,Completed,2024-03-22 19:05:00,PAY006513,CST000740
TXN000122,10,98850.66,Completed,2022-07-25 13:35:00,PAY021666,CST000560
TXN000123,4,54052.71,Pending,2023-10-04 16:08:00,PAY014921,CST002205
TXN000124,5,67445.7,Pending,2022-04-21 08:53:00,PAY016167,CST000029
TXN000125,7,85280.95,Refunded,2024-06-23 21:58:00,PAY006294,CST002551
TXN000126,7,81349.43,Completed,2023-11-06 16:44:00,PAY008540,CST000320
TXN000127,6,177938.08,Completed,2024-08-13 09:38:00,PAY001046,CST001472
TXN000128,7,92787.72,Completed,2025-11-04 08:19:00,PAY021290,CST000598
TXN000129,5,11677.76,Completed,2024-04-08 20:59:00,PAY023687,CST000600
TXN000130,9,187916.15,Completed,2022-05-13 14:45:00,PAY017006,CST002936
TXN000131,3,110829.56,Completed,2024-06-02 17:04:00,PAY007017,CST001903
TXN000132,5,73347.96,Completed,2025-03-29 10:43:00,PAY008810,CST000665
TXN000133,6,109269.73,Completed,2023-09-17 21:23:00,PAY003316,CST000780
TXN000134,7,101893.09,Completed,2025-03-05 17:04:00,PAY006234,CST000813
TXN000135,10,162998.28,Completed,2022-03-19 14:01:00,PAY000552,CST002163
TXN000136,8,142065.76,Refunded,2025-03-16 13:22:00,PAY003539,CST000376
TXN000137,2,130800.71,Completed,2022-01-18 18:14:00,PAY018508,CST000096
TXN000138,9,23097.45,Completed,2022-12-11 13:11:00,PAY022649,CST001512
TXN000139,1,15764.75,Completed,2022-04-02 17:37:00,PAY024144,CST001536
TXN000140,1,102978.88,Refunded,2025-06-26 19:27:00,PAY010123,CST002603
TXN000141,6,102614.63,Completed,2025-03-23 15:02:00,PAY018702,CST000691
TXN000142,9,109216.55,Completed,2022-11-28 09:34:00,PAY020697,CST001396
TXN000143,2,194675.57,Completed,2025-01-14 19:22:00,PAY002906,CST000500
TXN000144,5,162269.19,Completed,2024-09-25 17:21:00,PAY021561,CST001983
TXN000145,8,186947.44,Completed,2024-02-17 16:56:00,PAY014956,CST001017
TXN000146,7,165659.87,Completed,2022-08-19 18:20:00,PAY005608,CST002585
TXN000147,1,10314.22,Completed,2022-03-26 10:13:00,PAY014282,CST001547
TXN000148,10,49230.25,Refunded,2022-11-22 10:52:00,PAY019765,CST002623
TXN000149,6,28735.98,Completed,2025-02-26 12:42:00,PAY012662,CST001732
TXN000150,5,41950.95,Refunded,2023-05-16 21:43:00,PAY005882,CST001747
TXN000151,2,109144.82,Failed,2024-07-28 18:03:00,PAY019380,CST001680
TXN000152,2,24872.36,Completed,2022-10-28 11:43:00,PAY019149,CST002876
TXN000153,7,181411.76,Completed,2025-11-07 16:19:00,PAY024806,CST002073
TXN000154,2,4328.15,Completed,2025-06-02 12:24:00,PAY024573,CST000020
TXN000155,10,24473.41,Pending,2024-10-13 10:08:00,PAY012290,CST001819
TXN000156,5,71280.81,Completed,2022-02-02 11:33:00,PAY001781,CST000223
TXN000157,4,170419.2,Completed,2023-07-21 19:24:00,PAY018877,CST001007
TXN000158,8,15878.54,Completed,2023-07-23 11:01:00,PAY012291,CST002451
TXN000159,7,58186.06,Pending,2023-12-03 12:18:00,PAY018200,CST002548
TXN000160,5,160935.78,Completed,2022-12-30 14:11:00,PAY016747,CST000057
TXN000161,4,148772.58,Refunded,2022-05-04 09:35:00,PAY001897,CST002402
TXN000162,5,177601.37,Pending,2025-11-28 10:59:00,PAY000602,CST000057
TXN000163,5,164997.54,Pending,2023-04-15 14:32:00,PAY008512,CST000702
TXN000164,5,67428.01,Completed,2023-11-01 08:46:00,PAY020009,CST001300
TXN000165,7,58087.34,Refunded,2023-10-07 17:36:00,PAY024387,CST001139
TXN000166,7,80019.27,Refunded,2025-01-23 18:13:00,PAY002527,CST000455
TXN000167,10,107729.66,Failed,2022-02-12 14:56:00,PAY007364,CST002284
TXN000168,2,112865.65,Completed,2024-03-02 13:59:00,PAY024985,CST002636
TXN000169,10,153823.9,Completed,2025-01-25 08:29:00,PAY013687,CST001545
TXN000170,5,27574.83,Completed,2025-10-16 15:44:00,PAY022540,CST001291
TXN000171,6,136278.28,Completed,2024-06-30 15:16:00,PAY004843,CST002718
TXN000172,2,21029.89,Completed,2022-04-10 21:15:00,PAY014127,CST002197
TXN000173,2,19055.77,Failed,2023-08-31 16:34:00,PAY014192,CST000637
TXN000174,8,57332.03,Completed,2023-08-08 11:43:00,PAY007108,CST001088
TXN000175,8,22487.97,Completed,2023-05-16 11:18:00,PAY022694,CST000027
TXN000176,7,51608.48,Completed,2022-06-08 08:01:00,PAY002641,CST000082
TXN000177,9,148523.15,Completed,2024-06-04 21:20:00,PAY020189,CST001703
TXN000178,5,161607.64,Completed,2024-03-04 11:59:00,PAY021652,CST002929
TXN000179,6,55648.26,Pending,2023-12-04 10:30:00,PAY009822,CST002357
TXN000180,1,145797.72,Completed,2025-11-30 10:54:00,PAY010858,CST000327
TXN000181,1,70960.91,Completed,2025-02-02 09:42:00,PAY023211,CST002690
TXN000182,5,89008.38,Pending,2025-06-01 11:05:00,PAY008147,CST001323
TXN000183,8,81352.69,Refunded,2023-05-02 12:37:00,PAY000132,CST002576
TXN000184,7,127752.61,Refunded,2025-11-21 14:55:00,PAY001790,CST002901
TXN000185,3,116217.61,Completed,2023-08-29 15:21:00,PAY018705,CST001483
TXN000186,10,46051.21,Refunded,2022-02-24 11:23:00,PAY019266,CST002054
TXN000187,10,105461.45,Completed,2023-01-17 14:25:00,PAY013192,CST002256
TXN000188,10,142967.35,Completed,2023-03-03 17:46:00,PAY009646,CST001565
TXN000189,5,155581.4,Completed,2025-04-22 19:48:00,PAY020848,CST002396
TXN000190,1,40721.58,Completed,2024-08-19 10:46:00,PAY006809,CST002101
TXN000191,7,51569.11,Refunded,2023-07-11 10:28:00,PAY008101,CST001877
TXN000192,1,83620.15,Refunded,2024-11-05 17:13:00,PAY015037,CST000701
TXN000193,1,141016.3,Completed,2024-03-01 16:12:00,PAY002803,CST001962
TXN000194,7,18267.4,Completed,2022-03-26 19:09:00,PAY014259,CST002304
TXN000195,6,18682.19,Completed,2024-06-05 14:39:00,PAY021111,CST001354
TXN000196,2,187779.11,Completed,2022-06-16 16:25:00,PAY023737,CST002640
TXN000197,4,140172.15,Refunded,2022-05-21 18:22:00,PAY010052,CST001828
TXN000198,5,167442.76,Completed,2024-09-23 09:26:00,PAY013191,CST001867
TXN000199,2,189531.54,Completed,2022-02-15 18:08:00,PAY020677,CST001876
TXN000200,7,67935.43,Completed,2023-08-10 12:17:00,PAY003506,CST001305
TXN000201,4,155053.23,Completed,2022-01-19 11:00:00,PAY004265,CST000563
TXN000202,4,162037.96,Completed,2025-07-14 19:10:00,PAY004510,CST001429
TXN000203,4,19264.36,Completed,2024-02-09 16:42:00,PAY022482,CST000066
TXN000204,4,44415.76,Completed,2022-10-05 16:16:00,PAY019540,CST002889
TXN000205,8,70821.63,Completed,2022-09-13 18:35:00,PAY007733,CST001156
TXN000206,3,53324.25,Completed,2024-10-10 19:40:00,PAY000729,CST000142
TXN000207,8,182419.54,Completed,2024-07-15 20:31:00,PAY010587,CST001332
TXN000208,10,76423.05,Completed,2023-11-27 11:48:00,PAY018228,CST001942
TXN000209,3,76168.57,Completed,2024-12-06 21:12:00,PAY008827,CST001533
TXN000210,5,18924.39,Refunded,2025-09-25 13:18:00,PAY023428,CST001385
TXN000211,3,134631.89,Completed,2022-01-29 09:29:00,PAY001175,CST000982
TXN000212,6,153070.0,Completed,2024-07-08 17:34:00,PAY016043,CST001754
TXN000213,1,281.08,Refunded,2025-04-08 21:07:00,PAY012044,CST001489
TXN000214,2,126445.34,Completed,2022-02-23 19:03:00,PAY020024,CST002388
TXN000215,4,130578.53,Pending,2025-12-13 20:30:00,PAY007061,CST002793
TXN000216,6,196681.4,Completed,2023-05-03 11:34:00,PAY006857,CST001651
TXN000217,8,138947.01,Failed,2023-09-26 21:29:00,PAY015395,CST002845
TXN000218,4,64943.56,Completed,2023-09-10 18:00:00,PAY021895,CST001249
TXN000219,10,154847.14,Completed,2025-05-27 18:17:00,PAY001491,CST002665
TXN000220,5,51435.76,Completed,2023-04-24 12:26:00,PAY021934,CST001755
TXN000221,10,10227.75,Completed,2025-10-25 15:19:00,PAY003442,CST000232
TXN000222,8,111566.69,Pending,2025-07-29 12:22:00,PAY002681,CST000076
TXN000223,4,22605.41,Completed,2025-10-24 20:25:00,PAY007035,CST001744
TXN000224,7,97702.21,Completed,2022-03-20 14:14:00,PAY009363,CST001421
TXN000225,8,103014.44,Completed,2023-08-21 10:16:00,PAY006457,CST000778
TXN000226,10,46773.21,Completed,2022-01-02 21:55:00,PAY010576,CST000937
TXN000227,8,108291.42,Completed,2023-01-07 11:07:00,PAY024326,CST001680
TXN000228,6,55346.07,Completed,2025-12-28 20:26:00,PAY022928,CST002665
TXN000229,1,51465.44,Pending,2025-03-22 08:29:00,PAY004052,CST001311
TXN000230,9,173928.93,Completed,2024-06-18 12:46:00,PAY012204,CST000696
TXN000231,10,63280.52,Completed,2023-11-18 11:20:00,PAY011798,CST001918
TXN000232,4,175854.24,Completed,2024-06-27 20:10:00,PAY004744,CST001355
TXN000233,2,184266.91,Completed,2023-05-14 18:57:00,PAY002946,CST002356
TXN000234,3,168008.33,Pending,2024-12-12 11:19:00,PAY005415,CST000819
TXN000235,6,95771.96,Completed,2023-09-06 15:58:00,PAY021591,CST001559
TXN000236,4,180433.95,Completed,2022-06-24 18:45:00,PAY014329,CST002806
TXN000237,1,18274.61,Completed,2022-08-26 16:11:00,PAY001858,CST002924
TXN000238,5,53098.54,Completed,2025-11-28 14:53:00,PAY017800,CST001824
TXN000239,2,64412.81,Failed,2023-10-27 15:46:00,PAY013084,CST001350
TXN000240,7,185993.22,Completed,2025-03-08 10:58:00,PAY019199,CST000528
TXN000241,5,131483.91,Completed,2025-03-05 17:41:00,PAY005313,CST001592
TXN000242,8,174118.69,Completed,2023-12-30 13:11:00,PAY004110,CST002737
TXN000243,1,78948.57,Completed,2025-04-30 12:26:00,PAY013213,CST001395
TXN000244,10,134561.76,Completed,2024-07-12 17:35:00,PAY017140,CST000696
TXN000245,10,171671.89,Completed,2022-05-18 18:38:00,PAY013473,CST001630
TXN000246,4,191876.37,Completed,2023-04-26 20:35:00,PAY014586,CST001683
TXN000247,9,198834.96,Pending,2023-08-05 10:29:00,PAY006486,CST002124
TXN000248,5,74211.79,Completed,2024-10-19 17:53:00,PAY000696,CST001795
TXN000249,6,2658.02,Completed,2023-02-04 15:06:00,PAY013483,CST000537
TXN000250,3,20736.4,Completed,2024-07-09 10:31:00,PAY022523,CST002323
TXN000251,4,131385.6,Completed,2022-06-07 15:46:00,PAY024439,CST000898
TXN000252,5,199386.37,Completed,2024-03-10 14:41:00,PAY004325,CST000482
TXN000253,8,52851.17,Completed,2023-01-14 08:44:00,PAY013771,CST001476
TXN000254,6,84041.41,Refunded,2024-12-17 14:36:00,PAY023109,CST001760
TXN000255,7,76965.04,Completed,2022-07-09 08:13:00,PAY022293,CST000397
TXN000256,2,72472.67,Completed,2024-03-29 16:02:00,PAY023684,CST001740
TXN000257,3,181315.45,Completed,2025-12-14 12:41:00,PAY017317,CST002520
TXN000258,8,147383.44,Completed,2024-02-20 19:30:00,PAY002168,CST001810
TXN000259,1,174805.04,Completed,2023-07-19 17:06:00,PAY010580,CST000886
TXN000260,9,173440.55,Completed,2025-06-29 10:35:00,PAY005357,CST001953
TXN000261,6,151962.66,Pending,2022-03-28 15:04:00,PAY003016,CST002329
TXN000262,8,180171.7,Completed,2025-03-19 20:34:00,PAY001724,CST001567
TXN000263,2,11277.55,Completed,2025-05-06 17:16:00,PAY003316,CST000598
TXN000264,4,39813.35,Completed,2022-12-25 16:09:00,PAY001884,CST002076
TXN000265,6,148313.36,Failed,2025-12-04 15:05:00,PAY001691,CST000711
TXN000266,10,29189.46,Completed,2025-10-25 13:12:00,PAY019106,CST000183
TXN000267,5,118319.84,Completed,2023-02-17 09:30:00,PAY020379,CST001030
TXN000268,2,163867.85,Completed,2025-02-28 13:12:00,PAY015321,CST002809
TXN000269,7,64640.76,Completed,2022-03-08 18:25:00,PAY008242,CST001178
TXN000270,9,91027.16,Pending,2023-11-10 12:55:00,PAY013985,CST002871
TXN000271,1,29582.83,Completed,2024-06-02 14:06:00,PAY023889,CST002130
TXN000272,6,5994.14,Completed,2023-09-17 11:30:00,PAY003359,CST001981
TXN000273,7,140830.25,Completed,2023-12-12 18:09:00,PAY002016,CST002354
TXN000274,10,191566.18,Pending,2025-04-04 13:04:00,PAY008649,CST002041
TXN000275,5,151515.03,Completed,2025-03-29 09:07:00,PAY019295,CST000209
TXN000276,2,194189.14,Completed,2022-08-10 17:35:00,PAY018570,CST001614
TXN000277,3,174280.27,Refunded,2024-10-22 20:41:00,PAY007802,CST002678
TXN000278,6,179604.41,Completed,2025-08-18 18:17:00,PAY022519,CST001985
TXN000279,7,95114.11,Completed,2022-08-19 09:30:00,PAY013145,CST002105
TXN000280,9,43042.15,Completed,2025-02-03 18:58:00,PAY004136,CST002515
TXN000281,7,81137.78,Completed,2023-09-12 08:04:00,PAY004760,CST000356
TXN000282,1,111645.27,Refunded,2022-01-07 11:50:00,PAY019275,CST002448
TXN000283,9,138834.63,Completed,2023-10-27 21:43:00,PAY024212,CST000789
TXN000284,9,133136.16,Pending,2025-11-20 16:17:00,PAY011645,CST000201
TXN000285,3,85443.23,Completed,2022-12-01 20:05:00,PAY021756,CST001151
TXN000286,1,41002.9,Refunded,2024-01-15 19:44:00,PAY007276,CST000888
TXN000287,5,58500.35,Refunded,2024-05-30 19:29:00,PAY020912,CST002510
TXN000288,1,18102.04,Completed,2025-08-27 19:29:00,PAY004102,CST001056
TXN000289,4,22974.01,Completed,2024-05-15 13:08:00,PAY021351,CST000115
TXN000290,10,32360.49,Completed,2022-11-28 11:53:00,PAY023011,CST001902
TXN000291,2,75347.44,Completed,2024-08-08 20:05:00,PAY000535,CST001464
TXN000292,3,152830.43,Completed,2025-09-26 09:17:00,PAY017441,CST002947
TXN000293,7,154536.94,Completed,2024-04-21 10:46:00,PAY011418,CST001091
TXN000294,4,53158.72,Completed,2022-01-11 21:32:00,PAY009244,CST002375
TXN000295,2,105879.75,Pending,2022-04-18 14:04:00,PAY008893,CST002115
TXN000296,7,186917.71,Completed,2025-12-21 18:52:00,PAY022483,CST002756
TXN000297,7,24413.79,Completed,2023-01-24 14:34:00,PAY023135,CST001913
TXN000298,8,148889.4,Completed,2024-07-05 12:27:00,PAY014279,CST002462
TXN000299,2,51365.69,Refunded,2025-01-26 14:54:00,PAY007913,CST000935
TXN000300,2,170431.96,Completed,2025-01-17 12:48:00,PAY005679,CST002087
TXN000301,5,185587.08,Completed,2025-03-03 14:09:00,PAY007528,CST002956
TXN000302,4,9429.47,Pending,2024-07-14 17:44:00,PAY012133,CST001676
TXN000303,7,150466.55,Refunded,2023-04-09 15:56:00,PAY014221,CST001039
TXN000304,8,36303.83,Failed,2025-10-09 19:54:00,PAY023071,CST001642
TXN000305,10,59726.22,Completed,2024-10-05 13:41:00,PAY012743,CST001375
TXN000306,2,32043.9,Completed,2024-05-06 12:32:00,PAY007674,CST002072
TXN000307,5,107883.92,Completed,2023-11-07 08:07:00,PAY019570,CST001651
TXN000308,1,56479.55,Completed,2023-01-09 13:50:00,PAY005065,CST002732
TXN000309,10,110944.25,Completed,2024-12-03 19:26:00,PAY007571,CST001211
TXN000310,9,176479.86,Completed,2022-03-05 18:36:00,PAY021461,CST001420
TXN000311,7,109883.97,Pending,2022-04-13 09:16:00,PAY004819,CST000964
TXN000312,9,113431.41,Completed,2023-07-20 09:45:00,PAY000298,CST002258
TXN000313,8,115666.6,Refunded,2023-01-25 09:18:00,PAY020068,CST000524
TXN000314,6,195864.92,Completed,2023-12-02 19:05:00,PAY001137,CST000883
TXN000315,8,30932.18,Completed,2022-05-25 15:07:00,PAY014912,CST001658
TXN000316,8,197415.57,Completed,2024-12-01 19:14:00,PAY000336,CST002113
TXN000317,10,185622.04,Completed,2022-07-25 16:50:00,PAY021162,CST000352
TXN000318,10,66160.92,Completed,2022-08-07 13:43:00,PAY004359,CST001826
TXN000319,8,160114.13,Completed,2025-12-17 19:43:00,PAY021752,CST001986
TXN000320,4,114512.98,Completed,2024-12-15 14:24:00,PAY016496,CST001156
TXN000321,10,21173.02,Completed,2025-10-21 15:08:00,PAY008797,CST001073
TXN000322,2,60061.02,Completed,2023-06-02 09:09:00,PAY021573,CST000290
TXN000323,2,88445.51,Refunded,2022-12-26 12:36:00,PAY001328,CST000416
TXN000324,7,141424.91,Pending,2022-12-11 14:44:00,PAY016856,CST000350
TXN000325,4,49979.52,Refunded,2024-07-26 21:21:00,PAY012235,CST002009
TXN000326,4,60900.69,Completed,2024-03-07 18:40:00,PAY010358,CST001050
TXN000327,4,111987.29,Completed,2022-04-22 20:46:00,PAY001736,CST001662
TXN000328,7,98851.87,Completed,2023-10-31 21:38:00,PAY003417,CST002568
TXN000329,1,171323.05,Pending,2025-04-15 16:19:00,PAY020396,CST002322
TXN000330,4,60462.48,Completed,2024-06-27 12:39:00,PAY019608,CST002390
TXN000331,9,134530.2,Completed,2024-11-01 20:58:00,PAY012529,CST000925
TXN000332,2,177439.55,Completed,2024-09-05 10:45:00,PAY009008,CST002311
TXN000333,10,77544.33,Completed,2025-08-04 14:26:00,PAY019079,CST002403
TXN000334,10,112490.64,Failed,2023-06-11 18:08:00,PAY014715,CST002990
TXN000335,8,150164.09,Completed,2022-11-24 09:30:00,PAY022895,CST001564
TXN000336,9,143682.02,Completed,2024-10-14 17:47:00,PAY010454,CST002982
TXN000337,7,87480.61,Completed,2024-01-11 08:38:00,PAY008284,CST001314
TXN000338,8,11332.13,Completed,2023-09-11 15:37:00,PAY018829,CST000921
